,hypergraph,line_chordal,line_regular,line_complete,dual_graph,dual_alpha,dual_beta,dual_line_chordal,dual_line_regular,dual_line_complete
334,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5, 6, 7], ""e2"": [3, 5], ""e3"": [3, 4]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
335,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5, 7], ""e2"": [2, 3, 4, 5]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
336,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5], ""e2"": [1, 2, 6], ""e3"": [3, 4]}",True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e3""], ""4"": [""e0"", ""e3""], ""5"": [""e0""], ""6"": [""e0""], ""7"": [""e0""]}",True,True,True,True,True
337,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5], ""e2"": [2, 5], ""e3"": [4, 5]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e3""], ""6"": [""e0""], ""7"": [""e0""]}",True,True,True,True,True
338,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 6], ""e2"": [2, 4, 5], ""e3"": [1, 6]}",True,False,False,"{""1"": [""e0"", ""e1"", ""e3""], ""2"": [""e0"", ""e2""], ""3"": [""e0""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0""]}",True,True,True,True,True
339,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 4, 5, 6, 7], ""e2"": [1, 2, 4, 5, 6, 7]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0""], ""3"": [""e0""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
340,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 4, 5, 6, 7], ""e2"": [3, 7], ""e3"": [4, 6]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e3""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
341,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 4, 6], ""e2"": [1, 2, 3]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0""], ""6"": [""e0"", ""e1""], ""7"": [""e0""]}",True,True,True,True,True
342,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 4], ""e2"": [3, 6, 7], ""e3"": [3, 5]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e3""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
343,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 5, 6, 7], ""e2"": [1, 5, 7]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0""], ""3"": [""e0"", ""e1""], ""4"": [""e0""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
344,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 5, 7], ""e2"": [1, 6], ""e3"": [2, 4]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e3""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
345,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 6], ""e2"": [1, 5], ""e3"": [3, 6]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0""], ""3"": [""e0"", ""e1"", ""e3""], ""4"": [""e0""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0""]}",True,True,True,True,True
346,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 6], ""e2"": [2, 3], ""e3"": [3, 7]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e3""], ""4"": [""e0""], ""5"": [""e0""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e3""]}",True,True,True,True,True
347,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 7], ""e2"": [1, 4], ""e3"": [4, 7]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e2"", ""e3""], ""5"": [""e0""], ""6"": [""e0""], ""7"": [""e0"", ""e1"", ""e3""]}",False,False,True,True,True
348,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 7], ""e2"": [3, 7]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0""], ""5"": [""e0""], ""6"": [""e0""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
349,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3], ""e2"": [1, 6], ""e3"": [1, 7]}",True,True,True,"{""1"": [""e0"", ""e3""], ""2"": [""e0""], ""3"": [""e0"", ""e1""], ""4"": [""e0""], ""5"": [""e0""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e3""]}",True,True,True,True,True
350,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3], ""e2"": [3, 7], ""e3"": [1, 6]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0""], ""3"": [""e0"", ""e2""], ""4"": [""e0""], ""5"": [""e0""], ""6"": [""e0"", ""e3""], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
351,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 6, 7], ""e2"": [2, 3, 4]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
352,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 6, 7], ""e2"": [2, 3, 5, 6]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
353,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 6, 7], ""e2"": [2, 3]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
354,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 6, 7], ""e2"": [3, 6], ""e3"": [2, 6]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e3""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
355,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 7], ""e2"": [1, 3, 4, 7]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0""], ""3"": [""e0""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0""], ""6"": [""e0""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
356,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 6], ""e2"": [1, 4, 5], ""e3"": [5, 6]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0""], ""3"": [""e0""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e3""], ""6"": [""e0"", ""e3""], ""7"": [""e0""]}",True,False,True,True,True
357,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5, 6, 7], ""e2"": [1, 4], ""e3"": [3, 7]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0""], ""3"": [""e0"", ""e3""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
358,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5, 6, 7], ""e2"": [1, 5, 7]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0""], ""3"": [""e0""], ""4"": [""e0""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
359,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5, 6, 7], ""e2"": [1, 7]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0""], ""3"": [""e0""], ""4"": [""e0""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
360,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5, 6], ""e2"": [3, 7], ""e3"": [6, 7]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0""], ""3"": [""e0"", ""e2""], ""4"": [""e0""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e3""], ""7"": [""e0"", ""e3""]}",True,True,True,True,True
361,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5], ""e2"": [2, 6], ""e3"": [3, 7]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e3""], ""4"": [], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e3""]}",True,True,True,True,True
362,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 6, 7], ""e2"": [3, 5, 6], ""e3"": [2, 4]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e3""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
363,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 6], ""e2"": [5, 7]}",True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0""], ""3"": [""e0""], ""4"": [""e0""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
364,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [1, 2, 3, 6, 7]}",True,True,True,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
365,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [1, 4], ""e3"": [1, 7]}",True,True,True,"{""1"": [""e0"", ""e2"", ""e3""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e3""]}",False,False,True,True,True
366,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 5], ""e2"": [3, 6], ""e3"": [5, 6]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1"", ""e3""], ""6"": [""e0"", ""e2"", ""e3""], ""7"": [""e0""]}",False,False,True,True,True
367,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 6, 7], ""e2"": [2, 5]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
368,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 6, 7], ""e2"": [2, 7], ""e3"": [4, 5]}",True,False,False,"{""1"": [""e0""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e3""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
369,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 7], ""e2"": [2, 4], ""e3"": [1, 6]}",True,False,False,"{""1"": [""e0"", ""e3""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [], ""6"": [""e0"", ""e3""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
370,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 7], ""e2"": [2, 4], ""e3"": [4, 5]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e3""], ""6"": [""e0""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
371,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4], ""e2"": [2, 3, 7]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0""], ""5"": [""e0""], ""6"": [""e0""], ""7"": [""e0""]}",True,True,True,True,True
372,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 5, 6, 7], ""e2"": [1, 2, 3]}",True,True,True,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
373,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 5, 6], ""e2"": [1, 2, 4, 7]}",True,True,True,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
374,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 5], ""e2"": [3, 6, 7], ""e3"": [4, 6]}",True,False,False,"{""1"": [""e0""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e3""], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
375,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 6], ""e2"": [1, 2, 6], ""e3"": [1, 7]}",True,False,False,"{""1"": [""e0"", ""e3""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0""], ""4"": [""e0""], ""5"": [""e0""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e3""]}",True,True,True,True,True
376,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3], ""e2"": [3, 4]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e2""], ""5"": [""e0""], ""6"": [""e0""], ""7"": [""e0""]}",True,True,True,True,True
377,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 5, 6, 7], ""e2"": [2, 3, 4, 6, 7]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
378,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 5, 6], ""e2"": [1, 7]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1""], ""3"": [], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
379,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 5], ""e2"": [1, 3, 7]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1""], ""6"": [], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
380,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 5], ""e2"": [3, 7]}",True,False,False,"{""1"": [""e0""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1""], ""6"": [""e0""], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
381,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 6, 7], ""e2"": [4, 5], ""e3"": [1, 4]}",True,True,True,"{""1"": [""e0"", ""e3""], ""2"": [""e0"", ""e1""], ""3"": [""e0""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
382,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 7], ""e2"": [3, 4, 7], ""e3"": [2, 7]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0""], ""6"": [""e0""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
383,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4], ""e2"": [3, 5], ""e3"": [1, 2]}",True,False,False,"{""1"": [""e0"", ""e3""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e2""], ""6"": [""e0""], ""7"": [""e0""]}",True,True,True,True,True
384,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 5, 6, 7], ""e2"": [1, 3, 4]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
385,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 5, 6], ""e2"": [1, 4], ""e3"": [4, 7]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1""], ""3"": [""e0""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e3""]}",True,True,True,True,True
386,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 5, 6], ""e2"": [1, 5, 7], ""e3"": [6, 7]}",True,True,True,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1""], ""3"": [""e0""], ""4"": [""e0""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0"", ""e2"", ""e3""]}",False,False,True,True,True
387,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 5, 6, 7], ""e2"": [1, 2], ""e3"": [3, 7]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e1"", ""e3""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e3""]}",True,True,True,True,True
388,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 5, 6, 7], ""e2"": [6, 7], ""e3"": [4, 6]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e3""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
389,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 6], ""e2"": [2, 5, 6]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0""]}",True,True,True,True,True
390,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 6], ""e2"": [3, 4], ""e3"": [2, 5]}",True,False,False,"{""1"": [""e0""], ""2"": [""e0"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e3""], ""6"": [], ""7"": [""e0""]}",True,True,True,True,True
391,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 7], ""e2"": [3, 6], ""e3"": [5, 7]}",True,False,False,"{""1"": [""e0""], ""2"": [""e0""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e3""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
392,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 5, 6], ""e2"": [2, 5]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [""e0""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0""]}",True,True,True,True,True
393,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 5, 6], ""e2"": [3, 4, 6], ""e3"": [1, 3]}",True,True,True,"{""1"": [""e0"", ""e3""], ""2"": [""e0""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0""], ""5"": [""e0""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0""]}",True,True,True,True,True
394,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 5, 7], ""e2"": [1, 2, 6], ""e3"": [4, 6]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e3""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
395,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 6], ""e2"": [3, 5], ""e3"": [5, 6]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0""], ""5"": [""e0"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0""]}",False,False,True,True,True
396,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [4, 5, 6], ""e2"": [3, 4, 5], ""e3"": [4, 5]}",True,True,True,"{""1"": [""e0""], ""2"": [""e0""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1"", ""e2"", ""e3""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [], ""7"": [""e0""]}",True,True,True,True,True
397,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [4, 5, 6], ""e2"": [3, 7], ""e3"": [1, 2]}",True,False,False,"{""1"": [""e0"", ""e3""], ""2"": [""e0"", ""e3""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e2""]}",True,True,True,True,True
398,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [4, 5, 7], ""e2"": [1, 5, 6], ""e3"": [5, 7]}",True,True,True,"{""1"": [""e0"", ""e2""], ""2"": [""e0""], ""3"": [""e0""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1"", ""e3""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1"", ""e3""]}",True,True,True,True,True
399,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [4, 6, 7], ""e2"": [3, 6], ""e3"": [1, 5]}",True,False,False,"{""1"": [""e0"", ""e3""], ""2"": [""e0""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e3""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""]}",True,True,True,True,True
400,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [1, 2, 3, 4, 6], ""e3"": [1, 2]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0""], ""6"": [""e0""]}",True,True,True,True,True
