,hypergraph,one
217,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5, 6], [1, 2, 3, 6], [2, 4, 5, 6]]",1
218,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5, 6], [1, 2, 5, 6], [1, 5]]",1
219,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5, 6], [2, 3, 4, 5, 6], [4, 5]]",1
220,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5, 6], [2, 3, 4, 6]]",1
221,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5, 6], [3, 4, 5, 6], [3, 4, 6]]",1
222,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5, 6], [4, 6], [3, 5]]",1
223,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5], [1, 2, 3, 4], [1, 2]]",1
224,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5], [1, 2, 5, 6], [4, 6]]",1
225,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 5], [2, 4, 6], [1, 2, 6]]",1
226,"[[1, 2, 3, 4, 5, 6], [1, 2, 3, 6], [1, 3, 6], [1, 2]]",1
227,"[[1, 2, 3, 4, 5, 6], [1, 2, 3], [2, 3, 4], [1, 5]]",1
228,"[[1, 2, 3, 4, 5, 6], [1, 2, 3], [4, 5], [2, 6]]",1
229,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5, 6], [1, 2, 3, 4, 5]]",1
230,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5, 6], [1, 2, 3, 5], [4, 5, 6]]",1
231,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5, 6], [1, 2, 4, 6], [1, 2, 3, 4]]",1
232,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5, 6], [1, 3, 5, 6], [3, 5]]",1
233,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5, 6], [2, 3, 6]]",1
234,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5, 6], [4, 6], [1, 4]]",1
235,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5, 6], [5, 6]]",1
236,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5], [1, 2, 3, 4], [1, 2, 4, 6]]",1
237,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5], [1, 2, 3, 6], [1, 2, 5, 6]]",1
238,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5], [1, 2, 4], [1, 4, 5]]",1
239,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5], [1, 3, 6], [2, 4]]",1
240,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 5], [2, 4, 5], [2, 5]]",1
241,"[[1, 2, 3, 4, 5, 6], [1, 2, 4, 6], [2, 5], [2, 3]]",1
242,"[[1, 2, 3, 4, 5, 6], [1, 2, 4], [1, 2, 5], [2, 6]]",1
243,"[[1, 2, 3, 4, 5, 6], [1, 2, 4], [2, 4, 5], [2, 3, 4]]",1
244,"[[1, 2, 3, 4, 5, 6], [1, 2, 5, 6], [2, 3, 5], [2, 3]]",1
245,"[[1, 2, 3, 4, 5, 6], [1, 2, 5, 6], [2, 3], [1, 4]]",1
246,"[[1, 2, 3, 4, 5, 6], [1, 2, 5, 6], [2, 5], [2, 6]]",1
247,"[[1, 2, 3, 4, 5, 6], [1, 2, 5, 6], [3, 4, 5, 6], [3, 5]]",1
248,"[[1, 2, 3, 4, 5, 6], [1, 2, 5], [1, 5], [1, 3]]",1
249,"[[1, 2, 3, 4, 5, 6], [1, 2, 5], [3, 6], [5, 6]]",1
250,"[[1, 2, 3, 4, 5, 6], [1, 2], [4, 6], [2, 3]]",1
251,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 2, 3, 5], [1, 3, 4], [5, 6]]",1
252,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 2, 5, 6], [1, 5, 6]]",1
253,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 2, 5], [3, 4]]",1
254,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 2, 5], [5, 6]]",1
255,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 3, 6], [1, 4, 5]]",1
256,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 3, 6], [1, 4]]",1
257,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 4, 5, 6], [1, 2, 4]]",1
258,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 4, 5, 6], [2, 3, 5], [2, 3]]",1
259,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [2, 5, 6], [4, 5, 6]]",1
260,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [3, 4, 5], [1, 2, 3]]",1
261,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [3, 4, 5], [4, 5]]",1
262,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [3, 5, 6]]",1
263,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [3, 6], [4, 5]]",1
264,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5], [1, 3, 4], [1, 4, 6]]",1
265,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5], [2, 3, 5], [4, 5, 6]]",1
266,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5], [2, 4, 5, 6]]",1
267,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5], [2, 4, 6], [2, 6]]",1
268,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 5], [4, 5, 6], [1, 3]]",1
269,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 6], [1, 2, 5, 6], [1, 6]]",1
270,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 6], [1, 4, 5, 6], [1, 2]]",1
271,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 6], [1, 4, 5, 6], [1, 4, 6]]",1
272,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 6], [3, 5], [1, 4]]",1
273,"[[1, 2, 3, 4, 5, 6], [1, 3, 4, 6], [3, 6], [2, 6]]",1
274,"[[1, 2, 3, 4, 5, 6], [1, 3, 4], [1, 2], [3, 5]]",1
275,"[[1, 2, 3, 4, 5, 6], [1, 3, 5, 6], [1, 3, 4, 6]]",1
276,"[[1, 2, 3, 4, 5, 6], [1, 3, 5, 6], [4, 6]]",1
277,"[[1, 2, 3, 4, 5, 6], [1, 3, 5], [1, 2, 3], [2, 3, 6]]",1
278,"[[1, 2, 3, 4, 5, 6], [1, 3, 5], [1, 5]]",1
279,"[[1, 2, 3, 4, 5, 6], [1, 3, 5], [2, 4, 5], [4, 5]]",1
280,"[[1, 2, 3, 4, 5, 6], [1, 3, 5], [5, 6]]",1
281,"[[1, 2, 3, 4, 5, 6], [1, 3, 6], [1, 5], [3, 6]]",1
282,"[[1, 2, 3, 4, 5, 6], [1, 4, 5, 6], [1, 2, 4, 5], [1, 2, 5]]",1
283,"[[1, 2, 3, 4, 5, 6], [1, 4, 5, 6], [1, 2, 4, 6], [1, 3, 4]]",1
284,"[[1, 2, 3, 4, 5, 6], [1, 4, 5, 6], [1, 6], [2, 3]]",1
285,"[[1, 2, 3, 4, 5, 6], [1, 4, 5, 6], [3, 4, 5], [4, 5]]",1
286,"[[1, 2, 3, 4, 5, 6], [1, 4, 6], [1, 2, 4], [1, 6]]",1
287,"[[1, 2, 3, 4, 5, 6], [1, 4, 6], [1, 3, 4], [1, 4]]",1
288,"[[1, 2, 3, 4, 5, 6], [1, 4, 6], [2, 4, 6]]",1
289,"[[1, 2, 3, 4, 5, 6], [1, 4, 6], [3, 5], [1, 6]]",1
290,"[[1, 2, 3, 4, 5, 6], [1, 5, 6], [1, 3, 4], [2, 5, 6]]",1
291,"[[1, 2, 3, 4, 5, 6], [1, 5], [3, 4], [2, 6]]",1
292,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [1, 2, 4, 6], [2, 3, 4]]",1
293,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [1, 2, 6], [3, 4, 5]]",1
294,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [1, 4, 5, 6]]",1
295,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [1, 3, 4, 5, 6], [3, 4, 6]]",1
296,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [2, 3, 4, 5]]",1
297,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [2, 3, 5, 6], [4, 5]]",1
298,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [2, 4, 5, 6], [3, 5, 6]]",1
299,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [2, 4, 5, 6], [4, 5, 6]]",1
300,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [2, 4, 6], [1, 2]]",1
301,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [3, 4, 5], [1, 6]]",1
302,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5, 6], [3, 5, 6], [2, 4]]",1
303,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5], [1, 2, 3, 6], [2, 3, 6]]",1
304,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5], [1, 3, 4, 6], [2, 4, 5]]",1
305,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5], [1, 4, 5], [3, 6]]",1
306,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5], [3, 4, 5], [2, 5, 6]]",1
307,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 5], [3, 4, 6]]",1
308,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 6], [1, 2, 5], [2, 5]]",1
309,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 6], [1, 2, 5]]",1
310,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 6], [1, 3, 5, 6], [2, 4]]",1
311,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 6], [1, 5]]",1
312,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 6], [2, 3, 4, 5], [2, 6]]",1
313,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 6], [2, 3, 6], [1, 5], [1, 4]]",1
314,"[[1, 2, 3, 4, 5, 6], [2, 3, 4, 6], [2, 3, 6]]",1
315,"[[1, 2, 3, 4, 5, 6], [2, 3, 4], [1, 6]]",1
316,"[[1, 2, 3, 4, 5, 6], [2, 3, 5, 6], [1, 4], [3, 4]]",1
317,"[[1, 2, 3, 4, 5, 6], [2, 3, 5, 6], [2, 3, 4], [1, 2, 3]]",1
318,"[[1, 2, 3, 4, 5, 6], [2, 3, 5, 6], [2, 5, 6], [1, 3, 4]]",1
319,"[[1, 2, 3, 4, 5, 6], [2, 3, 5], [1, 3, 4], [2, 6]]",1
320,"[[1, 2, 3, 4, 5, 6], [2, 3, 5], [1, 4, 6], [4, 6]]",1
321,"[[1, 2, 3, 4, 5, 6], [2, 3, 5], [1, 5, 6]]",1
322,"[[1, 2, 3, 4, 5, 6], [2, 4, 5, 6], [2, 3, 5], [1, 3]]",1
323,"[[1, 2, 3, 4, 5, 6], [2, 4, 5, 6], [2, 4], [5, 6]]",1
324,"[[1, 2, 3, 4, 5, 6], [2, 4, 5, 6], [2, 5, 6], [1, 2]]",1
325,"[[1, 2, 3, 4, 5, 6], [2, 4, 5, 6], [2, 5, 6], [1, 4]]",1
326,"[[1, 2, 3, 4, 5, 6], [2, 4, 5], [1, 3, 6], [3, 5]]",1
327,"[[1, 2, 3, 4, 5, 6], [2, 4, 5], [3, 5], [1, 5]]",1
328,"[[1, 2, 3, 4, 5, 6], [2, 4], [3, 6]]",1
329,"[[1, 2, 3, 4, 5, 6], [2, 5, 6], [1, 3, 6], [4, 6]]",1
330,"[[1, 2, 3, 4, 5, 6], [3, 4, 5, 6], [1, 2, 6], [4, 6]]",1
331,"[[1, 2, 3, 4, 5, 6], [3, 4, 5, 6], [1, 4, 5], [4, 6]]",1
332,"[[1, 2, 3, 4, 5, 6], [3, 4, 5, 6], [3, 5, 6], [1, 2]]",1
333,"[[1, 2, 3, 4, 5, 6], [3, 4, 5, 6], [4, 5, 6], [1, 2, 6]]",1
334,"[[1, 2, 3, 4, 5, 6], [3, 4, 5], [1, 2, 6]]",1
335,"[[1, 2, 3, 4, 5, 6], [3, 4, 5], [1, 5, 6], [1, 6]]",1
336,"[[1, 2, 3, 4, 5, 6], [3, 4, 5], [2, 6], [1, 6]]",1
337,"[[1, 2, 3, 4, 5, 6], [3, 4, 6], [1, 3, 4], [2, 5]]",1
338,"[[1, 2, 3, 4, 5, 6], [3, 4, 6], [2, 3, 6], [1, 3, 5]]",1
339,"[[1, 2, 3, 4, 5, 6], [3, 4, 6], [3, 6], [3, 4]]",1
340,"[[1, 2, 3, 4, 5, 6], [3, 4], [3, 6]]",1
341,"[[1, 2, 3, 4, 5, 6], [3, 4]]",1
342,"[[1, 2, 3, 4, 5, 6], [4, 6], [4, 5], [3, 4]]",1
343,"[[1, 2, 3, 4, 5, 6], [5, 6], [1, 6], [4, 5]]",1
344,"[[1, 2, 3, 4, 5], [1, 3], [3, 6], [2, 3]]",1
345,"[[1, 2, 3, 4, 5], [1, 5], [3, 6], [2, 3]]",1
346,"[[1, 2, 3, 4, 5], [5, 6], [1, 3], [3, 4]]",1
347,"[[1, 2, 3, 4, 6], [4, 5], [1, 6], [4, 6]]",1
348,"[[1, 2, 4], [3, 5, 6]]",1
349,"[[1, 3, 4, 5, 6], [2, 6], [3, 5], [1, 4]]",1
350,"[[1, 3, 4, 5], [2, 4, 5, 6]]",1
351,"[[2, 3, 4, 5, 6], [1, 2, 4, 5, 6]]",1
