,hypergraph,two_neo,three_neo
159,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 7, 8], 'e2': [2, 7, 8], 'e3': [5, 6, 7]}",True,True
160,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 7], 'e2': [2, 3, 6, 8]}",True,True
161,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 8], 'e2': [1, 2, 4], 'e3': [2, 7]}",True,True
162,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7, 8], 'e2': [1, 3, 4, 8], 'e3': [3, 4, 6]}",True,True
163,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7, 8], 'e2': [1, 4, 5, 7], 'e3': [7, 8]}",True,True
164,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7, 8], 'e2': [1, 6, 8], 'e3': [2, 3, 4]}",True,True
165,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7, 8], 'e2': [2, 3, 4, 5, 6]}",True,True
166,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7, 8], 'e2': [2, 3, 4, 6], 'e3': [1, 8]}",True,True
167,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7], 'e2': [1, 3, 6, 7]}",True,True
168,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7], 'e2': [1, 3, 8], 'e3': [5, 7]}",True,True
169,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7], 'e2': [2, 3, 4], 'e3': [2, 4, 6]}",True,True
170,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7], 'e2': [2, 4, 5, 8]}",True,True
171,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6, 7], 'e2': [3, 6, 7], 'e3': [3, 7]}",True,True
172,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 6], 'e2': [4, 7, 8], 'e3': [2, 3, 7]}",True,True
173,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 7, 8], 'e2': [1, 2, 6], 'e3': [1, 2]}",True,True
174,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 7, 8], 'e2': [2, 4, 7], 'e3': [1, 7]}",True,True
175,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 7], 'e2': [1, 3, 7], 'e3': [2, 6]}",True,True
176,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 7], 'e2': [2, 4, 6, 8], 'e3': [2, 4]}",True,True
177,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 8], 'e2': [2, 6, 7], 'e3': [1, 4]}",True,True
178,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 5, 8], 'e2': [3, 5, 8], 'e3': [1, 7]}",True,True
179,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 6, 7, 8], 'e2': [1, 2, 6], 'e3': [2, 6]}",True,True
180,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 6, 7], 'e2': [1, 4, 8], 'e3': [1, 2]}",True,True
181,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 6], 'e2': [2, 5, 7]}",True,True
182,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 7, 8], 'e2': [4, 7, 8], 'e3': [2, 6, 7]}",True,True
183,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 6, 7, 8], 'e2': [2, 4, 5], 'e3': [5, 7, 8]}",True,True
184,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 6, 7, 8], 'e2': [3, 4, 8], 'e3': [2, 4, 8]}",True,True
185,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 6, 7], 'e2': [1, 3, 4], 'e3': [2, 4]}",True,True
186,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 6, 7], 'e2': [2, 3, 4, 5, 7]}",True,True
187,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 6, 8], 'e2': [1, 2, 3], 'e3': [2, 4]}",True,True
188,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 7, 8], 'e2': [1, 2, 3], 'e3': [5, 7]}",True,True
189,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 7, 8], 'e2': [2, 5, 7], 'e3': [3, 6]}",True,True
190,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 7], 'e2': [2, 5, 7, 8], 'e3': [6, 7]}",True,True
191,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 8], 'e2': [2, 5, 6], 'e3': [2, 7, 8]}",True,True
192,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 5, 8], 'e2': [3, 4, 7, 8], 'e3': [5, 6]}",True,True
193,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 6, 7], 'e2': [1, 5, 6, 7], 'e3': [3, 8]}",True,True
194,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 6, 7], 'e2': [3, 4, 5, 6], 'e3': [3, 5]}",True,True
195,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 6, 8], 'e2': [1, 3, 5], 'e3': [1, 6]}",True,True
196,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 6, 8], 'e2': [2, 5, 6], 'e3': [1, 5, 8]}",True,True
197,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 6, 8], 'e2': [2, 5, 7], 'e3': [2, 7]}",True,True
198,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 7, 8], 'e2': [1, 3, 8], 'e3': [2, 3, 5]}",True,True
199,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 4, 7, 8], 'e2': [1, 4, 7], 'e3': [4, 7, 8]}",True,True
200,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 5, 6, 7], 'e2': [1, 2, 7], 'e3': [1, 7]}",True,True
201,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 5, 6, 7], 'e2': [1, 3, 5, 6], 'e3': [3, 5]}",True,True
202,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 5, 6, 7], 'e2': [2, 3, 8], 'e3': [3, 4]}",True,True
203,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 5, 6, 8], 'e2': [1, 5, 6], 'e3': [6, 8]}",True,True
204,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 5, 6, 8], 'e2': [2, 3, 7], 'e3': [4, 5, 6]}",True,True
205,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 5, 6, 8], 'e2': [3, 6, 7, 8], 'e3': [5, 7]}",True,True
206,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 6, 7, 8], 'e2': [1, 2, 3, 7], 'e3': [1, 7]}",True,True
207,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 6, 7, 8], 'e2': [4, 5, 6], 'e3': [4, 7]}",True,True
208,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 6, 7, 8], 'e2': [4, 5, 8]}",True,True
209,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 6, 7], 'e2': [4, 5, 8], 'e3': [3, 4, 5]}",True,True
210,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 6, 8], 'e2': [1, 7, 8], 'e3': [1, 4, 8]}",True,True
211,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 6, 8], 'e2': [1, 8]}",True,True
212,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7, 8], 'e2': [1, 2, 6], 'e3': [1, 5, 8]}",False,True
213,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7, 8], 'e2': [2, 3, 4, 5, 8], 'e3': [1, 2, 7]}",True,True
214,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7, 8], 'e2': [2, 3, 4, 6, 7, 8]}",True,True
215,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7, 8], 'e2': [2, 3, 4, 6, 8], 'e3': [2, 3, 6]}",True,True
216,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7, 8], 'e2': [2, 4, 7], 'e3': [1, 4, 7]}",True,True
217,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7], 'e2': [1, 3, 4, 6, 7]}",True,True
218,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7], 'e2': [1, 3, 6, 8], 'e3': [1, 3]}",True,True
219,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7], 'e2': [1, 4, 6], 'e3': [4, 6]}",True,True
220,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 7], 'e2': [2, 4, 6, 7], 'e3': [2, 3, 8]}",True,True
221,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 8], 'e2': [1, 3, 4, 7], 'e3': [3, 4, 5]}",True,True
222,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6, 8], 'e2': [3, 4, 6], 'e3': [4, 6]}",True,True
223,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 6], 'e2': [4, 8]}",True,True
224,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 7, 8], 'e2': [1, 3, 4, 5], 'e3': [3, 4, 5]}",True,True
225,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5, 7, 8], 'e2': [4, 5, 6], 'e3': [1, 3, 6]}",True,True
226,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 5], 'e2': [1, 5, 6], 'e3': [3, 4, 5]}",True,True
227,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 6, 7, 8], 'e2': [1, 3, 6, 8], 'e3': [2, 4, 6]}",True,True
228,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 6, 7, 8], 'e2': [1, 3, 7], 'e3': [1, 5]}",True,True
229,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 6, 7, 8], 'e2': [2, 3, 6, 8], 'e3': [3, 4]}",True,True
230,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 6, 7, 8], 'e2': [2, 4, 7], 'e3': [3, 4]}",True,True
231,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 6, 7, 8], 'e2': [3, 5, 7, 8], 'e3': [2, 4, 6]}",True,True
232,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 6, 8], 'e2': [1, 5, 8], 'e3': [7, 8]}",True,True
233,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 6, 8], 'e2': [4, 5, 8], 'e3': [2, 5]}",True,True
234,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 6], 'e2': [2, 3, 4]}",True,True
235,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 7, 8], 'e2': [1, 3, 4, 7, 8]}",True,True
236,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 4, 7, 8], 'e2': [1, 5, 6], 'e3': [4, 5, 6]}",True,True
237,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6, 7, 8], 'e2': [1, 2, 4, 6]}",True,True
238,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6, 7, 8], 'e2': [1, 4, 6, 8], 'e3': [1, 4]}",True,True
239,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6, 7, 8], 'e2': [3, 5, 7], 'e3': [3, 7, 8]}",True,True
240,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6, 7], 'e2': [1, 2, 5, 8]}",True,True
241,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6, 7], 'e2': [2, 3, 5], 'e3': [7, 8]}",True,True
242,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6, 7], 'e2': [3, 6, 8], 'e3': [3, 6]}",True,True
243,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6, 8], 'e2': [4, 6, 8], 'e3': [4, 5, 8]}",True,True
244,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6], 'e2': [1, 2, 3], 'e3': [1, 3, 6]}",True,True
245,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6], 'e2': [1, 3, 4, 7], 'e3': [1, 4]}",True,True
246,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 6], 'e2': [1, 3, 4], 'e3': [5, 7]}",True,True
247,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 7, 8], 'e2': [1, 2, 3], 'e3': [1, 3, 6]}",True,True
248,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 7, 8], 'e2': [1, 2, 5], 'e3': [2, 5, 7]}",True,True
249,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 8], 'e2': [1, 5, 7], 'e3': [4, 5, 6]}",True,True
250,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5, 8], 'e2': [2, 3, 5, 7], 'e3': [1, 2]}",True,True
251,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 5], 'e2': [5, 6, 8], 'e3': [1, 3, 4]}",True,True
252,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 6, 7], 'e2': [2, 4, 5, 7], 'e3': [2, 4]}",True,True
253,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 6, 7], 'e2': [3, 7, 8], 'e3': [1, 3]}",True,True
254,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 7, 8], 'e2': [1, 2, 4], 'e3': [3, 8]}",True,True
255,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 7, 8], 'e2': [1, 3, 7], 'e3': [5, 6]}",True,True
256,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 3, 7], 'e2': [1, 2, 7], 'e3': [3, 4, 8]}",True,True
257,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 5, 6, 7], 'e2': [2, 4, 7], 'e3': [1, 3, 6]}",True,True
258,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 5, 7, 8], 'e2': [1, 5, 6], 'e3': [3, 7]}",True,True
259,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 5, 7, 8], 'e2': [6, 7, 8], 'e3': [1, 7, 8]}",True,True
260,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 5, 8], 'e2': [1, 2, 4, 5], 'e3': [3, 8]}",True,True
261,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 5, 8], 'e2': [4, 5, 7, 8], 'e3': [2, 7]}",True,True
262,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 6, 8], 'e2': [3, 6, 7], 'e3': [3, 5, 7]}",True,True
263,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 6], 'e2': [2, 6, 8], 'e3': [2, 4, 5]}",True,True
264,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 6], 'e2': [5, 6]}",True,True
265,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 4, 7, 8], 'e2': [1, 3, 5, 6], 'e3': [1, 4]}",True,True
266,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 5, 6, 7, 8], 'e2': [1, 3, 4], 'e3': [1, 4]}",True,True
267,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 5, 6, 7, 8], 'e2': [1, 3, 4], 'e3': [2, 7]}",True,True
268,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 5, 6, 7, 8], 'e2': [2, 4, 6], 'e3': [2, 5]}",True,True
269,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 5, 6, 7, 8], 'e2': [2, 5, 7], 'e3': [2, 8]}",True,True
270,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 5, 6, 8], 'e2': [3, 5, 6]}",True,True
271,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 6, 7], 'e2': [3, 4, 6], 'e3': [5, 6, 8]}",True,True
272,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [2, 6, 8], 'e2': [2, 4, 8], 'e3': [2, 4, 6]}",True,True
273,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 6, 7, 8], 'e2': [1, 2, 3, 4], 'e3': [2, 8]}",True,True
274,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 6, 7, 8], 'e2': [1, 3, 4], 'e3': [2, 8]}",True,True
275,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 6, 7, 8], 'e2': [1, 3, 5], 'e3': [2, 5, 8]}",True,True
276,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 6, 7], 'e2': [2, 3, 6], 'e3': [4, 5, 6]}",True,True
277,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 6], 'e2': [2, 6, 7, 8], 'e3': [3, 7]}",True,True
278,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 6], 'e2': [3, 4, 6], 'e3': [4, 6]}",True,True
279,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 7, 8], 'e2': [1, 4, 7], 'e3': [1, 3, 8]}",False,True
280,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 7, 8], 'e2': [2, 6, 8], 'e3': [1, 2, 8]}",True,True
281,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 7], 'e2': [1, 5, 7, 8], 'e3': [2, 6]}",True,True
282,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5, 8], 'e2': [2, 3, 4], 'e3': [1, 3, 8]}",True,True
283,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 5], 'e2': [3, 7, 8], 'e3': [4, 7, 8]}",True,True
284,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 6, 7, 8], 'e2': [1, 2, 3, 5, 8]}",True,True
285,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 6, 7, 8], 'e2': [2, 3, 5]}",True,True
286,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 6, 7, 8], 'e2': [3, 4, 7], 'e3': [6, 7, 8]}",True,True
287,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 6, 7, 8], 'e2': [3, 7]}",True,True
288,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 6, 8], 'e2': [1, 4, 8], 'e3': [2, 4, 8]}",True,True
289,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 4, 7, 8], 'e2': [3, 6, 7, 8]}",True,True
290,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 5, 6, 7], 'e2': [1, 3, 6], 'e3': [5, 7]}",True,True
291,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 5, 6, 7], 'e2': [1, 4, 8], 'e3': [6, 7]}",True,True
292,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 5, 6], 'e2': [1, 5, 7]}",True,True
293,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 5, 8], 'e2': [4, 7]}",True,True
294,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 6, 8], 'e2': [3, 5, 6]}",True,True
295,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [3, 6], 'e2': [1, 8]}",True,True
296,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 6, 7], 'e2': [5, 6, 8], 'e3': [7, 8]}",True,True
297,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 6, 8], 'e2': [1, 6, 8], 'e3': [3, 4, 7]}",True,True
298,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 6, 8], 'e2': [2, 3, 7], 'e3': [1, 2, 3]}",True,True
299,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 6, 8], 'e2': [4, 6, 7], 'e3': [1, 5, 8]}",True,True
300,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 6, 8], 'e2': [5, 6]}",True,True
301,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 7, 8], 'e2': [1, 6]}",True,True
302,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 5, 7, 8], 'e2': [4, 5, 7], 'e3': [4, 5, 6]}",True,True
303,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [4, 6, 7], 'e2': [1, 3, 7], 'e3': [3, 4, 8]}",True,True
304,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [5, 6, 7, 8], 'e2': [2, 4, 7], 'e3': [1, 2, 7]}",True,True
305,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [7, 8], 'e2': [4, 8]}",True,True
306,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 6], 'e2': [1, 2, 3, 5, 6]}",True,True
307,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 6], 'e2': [1, 3, 7]}",True,True
308,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 7], 'e2': [1, 2, 7]}",True,True
309,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 7], 'e2': [3, 6], 'e3': [3, 4]}",True,True
310,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5, 7], 'e2': [5, 7]}",True,True
311,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 5], 'e2': [1, 6], 'e3': [3, 7]}",True,True
312,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 6, 7], 'e2': [1, 2, 4, 7]}",True,True
313,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 6, 7], 'e2': [1, 4, 5, 7]}",True,True
314,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 6, 7], 'e2': [1, 7], 'e3': [5, 6]}",True,True
315,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 6, 7], 'e2': [5, 7]}",True,True
316,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4, 7], 'e2': [3, 5], 'e3': [5, 7]}",True,True
317,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 4], 'e2': [6, 7], 'e3': [5, 6]}",True,True
318,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 5, 6, 7], 'e2': [1, 6], 'e3': [3, 6]}",True,True
319,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 5, 6], 'e2': [1, 2, 3, 4]}",True,True
320,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 5, 7], 'e2': [1, 2, 5, 7]}",True,True
321,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 5], 'e2': [3, 7], 'e3': [2, 5]}",True,True
322,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 3, 7], 'e2': [4, 5], 'e3': [2, 4]}",True,True
323,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 5, 6], 'e2': [1, 7], 'e3': [1, 4]}",True,True
324,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 5, 6], 'e2': [5, 6], 'e3': [2, 4]}",True,True
325,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 5, 6], 'e2': [5, 6]}",True,True
326,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 5], 'e2': [4, 5], 'e3': [1, 2]}",True,True
327,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 6], 'e2': [2, 6], 'e3': [2, 4]}",True,True
328,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 6], 'e2': [6, 7]}",True,True
329,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4, 7], 'e2': [2, 3, 5]}",True,True
330,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4], 'e2': [1, 4], 'e3': [2, 4]}",True,True
331,"{'e0': [1, 2, 3, 4, 5, 6, 7], 'e1': [1, 2, 4], 'e2': [3, 5, 6], 'e3': [1, 2]}",True,True
