,hypergraph,numVertices,numEdges,sizeOfEdges,alpha,beta,lineGraphChordal,lineGraphRegular,lineGraphComplete,dualGraph,dualAlpha,dualBeta,dualLineChordal,dualLineRegular,dualLineComplete
39,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 8], ""e2"": [3, 4, 5, 6, 7], ""e3"": [2, 3, 5], ""e4"": [4, 7], ""e5"": [4, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e2"", ""e5""], ""5"": [""e0"", ""e1"", ""e2"", ""e5""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e2"", ""e4""], ""8"": [""e0"", ""e1""]}",True,True,True,True,True
40,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 6, 7, 8], ""e2"": [1, 2, 4, 6, 8], ""e3"": [5, 6, 8], ""e4"": [7, 8], ""e5"": [1, 2]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e2"", ""e5""], ""3"": [""e0""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1"", ""e3""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e4""], ""8"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
41,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 5, 6, 8], ""e2"": [3, 4, 6, 7, 8], ""e3"": [3, 4, 5], ""e4"": [3, 8], ""e5"": [1, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e5""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e2"", ""e3""], ""5"": [""e0"", ""e1"", ""e3""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e2"", ""e5""], ""8"": [""e0"", ""e1"", ""e2"", ""e4""]}",False,False,True,True,True
42,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 8], ""e2"": [1, 3, 4, 5, 7], ""e3"": [3, 4, 8], ""e4"": [2, 5], ""e5"": [1, 2]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0"", ""e4"", ""e5""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e2"", ""e3""], ""5"": [""e0"", ""e1"", ""e2"", ""e4""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e2""], ""8"": [""e0"", ""e1"", ""e3""]}",False,True,True,True,True
43,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [1, 3, 4, 5, 8], ""e3"": [3, 5, 6], ""e4"": [2, 3], ""e5"": [2, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e4"", ""e5""], ""3"": [""e0"", ""e3"", ""e4""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e3"", ""e5""], ""7"": [""e0"", ""e1""], ""8"": [""e0"", ""e1"", ""e2""]}",False,True,True,True,True
44,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 8], ""e2"": [1, 3, 4, 5, 7], ""e3"": [1, 2, 8], ""e4"": [3, 4], ""e5"": [5, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2"", ""e4""], ""4"": [""e0"", ""e1"", ""e2"", ""e4""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e2"", ""e5""], ""8"": [""e0"", ""e1"", ""e3""]}",True,False,True,True,True
45,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 6], ""e2"": [1, 3, 5, 6, 7], ""e3"": [2, 5, 6], ""e4"": [4, 6], ""e5"": [5, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e4""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e2""], ""8"": [""e0"", ""e5""]}",True,True,True,True,True
46,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 8], ""e2"": [3, 4, 6, 7, 8], ""e3"": [2, 7, 8], ""e4"": [3, 4], ""e5"": [2, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2"", ""e4""], ""4"": [""e0"", ""e1"", ""e2"", ""e4""], ""5"": [""e0"", ""e1"", ""e5""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e2"", ""e3""], ""8"": [""e0"", ""e1"", ""e3""]}",True,True,True,True,True
47,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 7, 8], ""e2"": [1, 2, 5, 6, 8], ""e3"": [2, 5, 7], ""e4"": [4, 8], ""e5"": [2, 3]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e5""], ""4"": [""e0"", ""e1"", ""e4""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1"", ""e3""], ""8"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
48,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 7], ""e2"": [2, 3, 5, 6, 7], ""e3"": [1, 5, 6], ""e4"": [3, 5], ""e5"": [5, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e1"", ""e3""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2"", ""e4""], ""4"": [""e0"", ""e1""], ""5"": [], ""6"": [""e0"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e5""]}",True,True,True,True,True
49,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 4, 5, 6, 7], ""e2"": [2, 3, 4, 5, 6], ""e3"": [1, 2, 7], ""e4"": [4, 7], ""e5"": [3, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e1"", ""e3""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0"", ""e2"", ""e5""], ""4"": [""e0"", ""e1"", ""e2"", ""e4""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e3"", ""e4"", ""e5""], ""8"": [""e0""]}",False,False,True,True,True
50,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 8], ""e2"": [1, 4, 5, 6, 7], ""e3"": [2, 5, 7], ""e4"": [5, 8], ""e5"": [6, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e3""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e2"", ""e5""], ""7"": [""e0"", ""e2"", ""e3"", ""e5""], ""8"": [""e0"", ""e1"", ""e4""]}",False,False,True,True,True
51,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 5, 6, 7, 8], ""e2"": [1, 2, 5, 6, 7], ""e3"": [3, 5, 8], ""e4"": [4, 5], ""e5"": [1, 3]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e2"", ""e5""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e3"", ""e5""], ""4"": [""e0"", ""e1"", ""e4""], ""5"": [""e0"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e3""]}",False,False,True,True,True
52,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [1, 2, 3, 5, 7], ""e3"": [2, 3, 8], ""e4"": [1, 6], ""e5"": [1, 4]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e5""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e4""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e3""]}",True,True,True,True,True
53,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 7], ""e2"": [1, 4, 5, 7, 8], ""e3"": [3, 6, 8], ""e4"": [4, 8], ""e5"": [1, 2]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e5""], ""3"": [""e0"", ""e1"", ""e3""], ""4"": [], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e2"", ""e4""]}",True,False,True,True,True
54,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [1, 3, 4, 5, 7], ""e3"": [2, 3, 8], ""e4"": [3, 8], ""e5"": [1, 2]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0"", ""e3"", ""e5""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e3"", ""e4""]}",False,False,True,True,True
55,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 6, 7, 8], ""e2"": [2, 5, 6, 7, 8], ""e3"": [1, 2, 6], ""e4"": [1, 8], ""e5"": [3, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e4""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e5""], ""4"": [""e0""], ""5"": [""e0"", ""e2"", ""e5""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e2""]}",False,False,True,True,True
56,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 6, 8], ""e2"": [1, 2, 3, 6, 8], ""e3"": [1, 5, 8], ""e4"": [3, 7], ""e5"": [5, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e3"", ""e5""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e4""], ""8"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
57,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 6, 8], ""e2"": [1, 3, 5, 6, 8], ""e3"": [3, 6, 7], ""e4"": [4, 5], ""e5"": [5, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e4""], ""5"": [""e0"", ""e2"", ""e4"", ""e5""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e3""], ""8"": [""e0"", ""e1"", ""e2"", ""e5""]}",False,False,True,True,True
58,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [1, 3, 6, 7, 8], ""e3"": [2, 4, 5], ""e4"": [5, 6], ""e5"": [1, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e1"", ""e4""], ""6"": [""e0"", ""e1"", ""e4""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
59,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 6, 8], ""e2"": [3, 4, 6, 7, 8], ""e3"": [4, 6, 8], ""e4"": [3, 5], ""e5"": [1, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e5""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1"", ""e4""], ""4"": [""e0"", ""e1"", ""e2"", ""e3""], ""5"": [""e0"", ""e4"", ""e5""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e2""], ""8"": [""e0"", ""e1"", ""e2"", ""e3""]}",False,True,True,True,True
60,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [2, 3, 5, 6, 7], ""e3"": [3, 4, 7], ""e4"": [2, 5], ""e5"": [4, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e2"", ""e4""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [], ""5"": [""e0"", ""e2"", ""e4""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e2"", ""e3""], ""8"": [""e0"", ""e1"", ""e5""]}",True,True,True,True,True
61,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 5, 6, 7, 8], ""e2"": [3, 4, 5, 7, 8], ""e3"": [3, 4, 7], ""e4"": [2, 8], ""e5"": [1, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e5""], ""2"": [""e0"", ""e1"", ""e4""], ""3"": [""e0"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e2"", ""e3""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e2"", ""e3""], ""8"": [""e0"", ""e1""]}",True,True,True,True,True
62,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 4, 5, 7, 8], ""e2"": [2, 3, 4, 6, 8], ""e3"": [3, 4, 5], ""e4"": [1, 3], ""e5"": [7, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e4""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e2"", ""e3"", ""e4""], ""4"": [""e0"", ""e1"", ""e2"", ""e3""], ""5"": [""e0"", ""e1"", ""e3""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1"", ""e5""], ""8"": [""e0"", ""e1"", ""e2""]}",False,False,True,True,True
63,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [3, 4, 5, 6, 7], ""e3"": [4, 5, 6], ""e4"": [6, 8], ""e5"": [2, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e5""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e2"", ""e3""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e4""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e4""]}",True,False,True,True,True
64,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 6, 8], ""e2"": [2, 3, 4, 7, 8], ""e3"": [2, 6, 8], ""e4"": [6, 7], ""e5"": [5, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e5""], ""6"": [""e0"", ""e4""], ""7"": [""e0"", ""e4""], ""8"": [""e0"", ""e1"", ""e2"", ""e3""]}",True,False,True,True,True
65,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [1, 2, 5, 6, 8], ""e3"": [2, 4, 5], ""e4"": [2, 4], ""e5"": [1, 2]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e2"", ""e5""], ""2"": [], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e3"", ""e4""], ""5"": [""e0"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1""], ""8"": [""e0"", ""e1"", ""e2""]}",True,False,True,True,True
66,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [2, 3, 5, 7, 8], ""e3"": [2, 4, 7], ""e4"": [2, 5], ""e5"": [1, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e5""], ""2"": [""e0"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e3""], ""5"": [""e0"", ""e2"", ""e4""], ""6"": [""e0"", ""e1""], ""7"": [], ""8"": [""e0"", ""e1"", ""e2""]}",True,False,True,True,True
67,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 4, 5, 6, 7], ""e2"": [1, 2, 5, 6, 7], ""e3"": [6, 7, 8], ""e4"": [2, 7], ""e5"": [5, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e2"", ""e4""], ""3"": [""e0""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1"", ""e2"", ""e5""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [], ""8"": [""e0"", ""e3""]}",True,True,True,True,True
68,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 6, 8], ""e2"": [1, 3, 5, 6, 7], ""e3"": [3, 5, 8], ""e4"": [1, 5], ""e5"": [1, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e4"", ""e5""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e2"", ""e3"", ""e4""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e2""], ""8"": [""e0"", ""e1"", ""e3"", ""e5""]}",False,False,True,True,True
69,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 5, 7, 8], ""e2"": [1, 3, 4, 5, 7], ""e3"": [1, 2, 8], ""e4"": [4, 8], ""e5"": [4, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e2"", ""e4""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e5""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e3"", ""e4""]}",False,False,True,True,True
70,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 6, 7, 8], ""e2"": [1, 2, 3, 5, 7], ""e3"": [1, 2, 8], ""e4"": [1, 7], ""e5"": [5, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e4""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0""], ""5"": [""e0"", ""e2"", ""e5""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e2"", ""e4""], ""8"": [""e0"", ""e1"", ""e3""]}",True,True,True,True,True
71,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 5, 6, 7, 8], ""e2"": [1, 2, 3, 5, 8], ""e3"": [2, 4, 5], ""e4"": [4, 8], ""e5"": [1, 4]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0"", ""e2""], ""4"": [""e0"", ""e4"", ""e5""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1""], ""8"": [""e0"", ""e1"", ""e2"", ""e4""]}",False,False,True,True,True
72,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [2, 4, 5, 7, 8], ""e3"": [1, 2, 8], ""e4"": [4, 7], ""e5"": [4, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e3""], ""2"": [""e0"", ""e2"", ""e3""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e2"", ""e5""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e2"", ""e4""], ""8"": [""e0"", ""e1"", ""e2"", ""e5""]}",True,True,True,True,True
73,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [1, 2, 5, 6, 7], ""e3"": [1, 3, 6], ""e4"": [7, 8], ""e5"": [1, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e2"", ""e3"", ""e5""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e3""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1"", ""e2"", ""e5""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e4""]}",False,False,True,True,True
74,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 5, 6, 8], ""e2"": [2, 3, 4, 6, 7], ""e3"": [2, 3, 7], ""e4"": [2, 6], ""e5"": [2, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1""], ""6"": [""e0"", ""e1"", ""e2"", ""e4""], ""7"": [""e0"", ""e2"", ""e3"", ""e5""], ""8"": [""e0"", ""e1""]}",True,True,True,True,True
75,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 7, 8], ""e2"": [1, 2, 5, 6, 8], ""e3"": [3, 5, 6], ""e4"": [1, 5], ""e5"": [3, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e4""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e3"", ""e5""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e2"", ""e3"", ""e4""], ""6"": [""e0"", ""e2"", ""e3"", ""e5""], ""7"": [""e0"", ""e1""], ""8"": [""e0"", ""e1"", ""e2""]}",False,False,True,True,True
76,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 6], ""e2"": [1, 3, 4, 5, 8], ""e3"": [1, 3, 5], ""e4"": [2, 4], ""e5"": [4, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e0"", ""e1"", ""e4""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e5""], ""7"": [""e0""], ""8"": [""e0"", ""e2""]}",True,True,True,True,True
77,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 7], ""e2"": [1, 2, 4, 5, 8], ""e3"": [2, 3, 6], ""e4"": [1, 5], ""e5"": [1, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e3""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1"", ""e2"", ""e4""], ""6"": [""e0"", ""e1"", ""e3"", ""e5""], ""7"": [""e0"", ""e1""], ""8"": [""e0"", ""e2""]}",False,False,True,True,True
78,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6, 7, 8], ""e2"": [1, 2, 3, 7, 8], ""e3"": [3, 5, 7], ""e4"": [1, 3], ""e5"": [4, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e2"", ""e4""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e5""], ""5"": [""e0"", ""e1"", ""e3""], ""6"": [""e0"", ""e1""], ""7"": [""e0"", ""e1"", ""e2"", ""e3""], ""8"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
