,hypergraph,hyperedge_sizes,num_hyperedges,num_vertices
133,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 8], ""e2"": [1, 2, 3, 7], ""e3"": [1, 6, 8]}","[8, 6, 4, 3]",4,8
134,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 8], ""e2"": [3, 4, 6, 8], ""e3"": [2, 5, 7]}","[8, 6, 4, 3]",4,8
135,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6], ""e2"": [2, 7, 8], ""e3"": [1, 5, 7]}","[8, 5, 3, 3]",4,8
136,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6], ""e2"": [3, 6, 7], ""e3"": [2, 4, 5]}","[8, 5, 3, 3]",4,8
137,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [1, 2, 3, 5], ""e3"": [1, 3, 6]}","[8, 6, 4, 3]",4,8
138,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [1, 2, 3, 5], ""e3"": [1, 6]}","[8, 6, 4, 2]",4,8
139,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [1, 3, 5, 7], ""e3"": [2, 4, 8]}","[8, 6, 4, 3]",4,8
140,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [1, 3, 7], ""e3"": [5, 6]}","[8, 6, 3, 2]",4,8
141,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [2, 5, 6], ""e3"": [2, 6, 7]}","[8, 6, 3, 3]",4,8
142,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [3, 4, 5, 6, 7, 8]}","[8, 6, 6]",3,8
143,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [5, 6, 7, 8], ""e3"": [2, 6, 7]}","[8, 6, 4, 3]",4,8
144,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7], ""e2"": [3, 7, 8], ""e3"": [1, 4, 5]}","[8, 5, 3, 3]",4,8
145,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 8], ""e2"": [4, 6, 7], ""e3"": [2, 7]}","[8, 5, 3, 2]",4,8
146,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5], ""e2"": [2, 3, 5], ""e3"": [1, 3]}","[8, 4, 3, 2]",4,8
147,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5], ""e2"": [2, 3, 7], ""e3"": [6, 8]}","[8, 4, 3, 2]",4,8
148,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5], ""e2"": [2, 6, 7, 8]}","[8, 4, 4]",3,8
149,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5], ""e2"": [3, 4, 5], ""e3"": [4, 7]}","[8, 4, 3, 2]",4,8
150,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [1, 2, 3, 5], ""e3"": [1, 2, 6]}","[8, 6, 4, 3]",4,8
151,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [1, 2, 4, 7]}","[8, 6, 4]",3,8
152,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [1, 2, 5], ""e3"": [2, 5]}","[8, 6, 3, 2]",4,8
153,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [1, 4, 6, 7], ""e3"": [3, 4, 7]}","[8, 6, 4, 3]",4,8
154,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [1, 6, 7], ""e3"": [1, 4, 8]}","[8, 6, 3, 3]",4,8
155,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [2, 5, 7], ""e3"": [3, 6]}","[8, 6, 3, 2]",4,8
156,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [3, 5, 6, 8], ""e3"": [1, 4, 5]}","[8, 6, 4, 3]",4,8
157,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7], ""e2"": [3, 5, 8], ""e3"": [5, 8]}","[8, 5, 3, 2]",4,8
158,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6], ""e2"": [2, 3, 5], ""e3"": [1, 7, 8]}","[8, 4, 3, 3]",4,8
159,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 7, 8], ""e2"": [2, 7, 8], ""e3"": [5, 6, 7]}","[8, 5, 3, 3]",4,8
160,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 7], ""e2"": [2, 3, 6, 8]}","[8, 4, 4]",3,8
161,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 8], ""e2"": [1, 2, 4], ""e3"": [2, 7]}","[8, 4, 3, 2]",4,8
162,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [1, 3, 4, 8], ""e3"": [3, 4, 6]}","[8, 6, 4, 3]",4,8
163,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [1, 4, 5, 7], ""e3"": [7, 8]}","[8, 6, 4, 2]",4,8
164,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [1, 6, 8], ""e3"": [2, 3, 4]}","[8, 6, 3, 3]",4,8
165,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [2, 3, 4, 5, 6]}","[8, 6, 5]",3,8
166,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [2, 3, 4, 6], ""e3"": [1, 8]}","[8, 6, 4, 2]",4,8
167,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7], ""e2"": [1, 3, 6, 7]}","[8, 5, 4]",3,8
168,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7], ""e2"": [1, 3, 8], ""e3"": [5, 7]}","[8, 5, 3, 2]",4,8
169,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7], ""e2"": [2, 3, 4], ""e3"": [2, 4, 6]}","[8, 5, 3, 3]",4,8
170,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7], ""e2"": [2, 4, 5, 8]}","[8, 5, 4]",3,8
171,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7], ""e2"": [3, 6, 7], ""e3"": [3, 7]}","[8, 5, 3, 2]",4,8
172,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6], ""e2"": [4, 7, 8], ""e3"": [2, 3, 7]}","[8, 4, 3, 3]",4,8
173,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 7, 8], ""e2"": [1, 2, 6], ""e3"": [1, 2]}","[8, 5, 3, 2]",4,8
174,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 7, 8], ""e2"": [2, 4, 7], ""e3"": [1, 7]}","[8, 5, 3, 2]",4,8
175,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 7], ""e2"": [1, 3, 7], ""e3"": [2, 6]}","[8, 4, 3, 2]",4,8
176,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 7], ""e2"": [2, 4, 6, 8], ""e3"": [2, 4]}","[8, 4, 4, 2]",4,8
177,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 8], ""e2"": [2, 6, 7], ""e3"": [1, 4]}","[8, 4, 3, 2]",4,8
178,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 8], ""e2"": [3, 5, 8], ""e3"": [1, 7]}","[8, 4, 3, 2]",4,8
179,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 6, 7, 8], ""e2"": [1, 2, 6], ""e3"": [2, 6]}","[8, 5, 3, 2]",4,8
180,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 6, 7], ""e2"": [1, 4, 8], ""e3"": [1, 2]}","[8, 4, 3, 2]",4,8
181,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 6], ""e2"": [2, 5, 7]}","[8, 3, 3]",3,8
182,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 7, 8], ""e2"": [4, 7, 8], ""e3"": [2, 6, 7]}","[8, 4, 3, 3]",4,8
183,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 6, 7, 8], ""e2"": [2, 4, 5], ""e3"": [5, 7, 8]}","[8, 6, 3, 3]",4,8
184,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 6, 7, 8], ""e2"": [3, 4, 8], ""e3"": [2, 4, 8]}","[8, 6, 3, 3]",4,8
185,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 6, 7], ""e2"": [1, 3, 4], ""e3"": [2, 4]}","[8, 5, 3, 2]",4,8
186,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 6, 7], ""e2"": [2, 3, 4, 5, 7]}","[8, 5, 5]",3,8
187,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 6, 8], ""e2"": [1, 2, 3], ""e3"": [2, 4]}","[8, 5, 3, 2]",4,8
188,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 7, 8], ""e2"": [1, 2, 3], ""e3"": [5, 7]}","[8, 5, 3, 2]",4,8
189,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 7, 8], ""e2"": [2, 5, 7], ""e3"": [3, 6]}","[8, 5, 3, 2]",4,8
190,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 7], ""e2"": [2, 5, 7, 8], ""e3"": [6, 7]}","[8, 4, 4, 2]",4,8
191,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 8], ""e2"": [2, 5, 6], ""e3"": [2, 7, 8]}","[8, 4, 3, 3]",4,8
192,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 5, 8], ""e2"": [3, 4, 7, 8], ""e3"": [5, 6]}","[8, 4, 4, 2]",4,8
193,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 6, 7], ""e2"": [1, 5, 6, 7], ""e3"": [3, 8]}","[8, 4, 4, 2]",4,8
194,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 6, 7], ""e2"": [3, 4, 5, 6], ""e3"": [3, 5]}","[8, 4, 4, 2]",4,8
195,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 6, 8], ""e2"": [1, 3, 5], ""e3"": [1, 6]}","[8, 4, 3, 2]",4,8
196,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 6, 8], ""e2"": [2, 5, 6], ""e3"": [1, 5, 8]}","[8, 4, 3, 3]",4,8
197,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 6, 8], ""e2"": [2, 5, 7], ""e3"": [2, 7]}","[8, 4, 3, 2]",4,8
198,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 7, 8], ""e2"": [1, 3, 8], ""e3"": [2, 3, 5]}","[8, 4, 3, 3]",4,8
199,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 4, 7, 8], ""e2"": [1, 4, 7], ""e3"": [4, 7, 8]}","[8, 4, 3, 3]",4,8
200,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 5, 6, 7], ""e2"": [1, 2, 7], ""e3"": [1, 7]}","[8, 4, 3, 2]",4,8
201,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 5, 6, 7], ""e2"": [1, 3, 5, 6], ""e3"": [3, 5]}","[8, 4, 4, 2]",4,8
202,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 5, 6, 7], ""e2"": [2, 3, 8], ""e3"": [3, 4]}","[8, 4, 3, 2]",4,8
203,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 5, 6, 8], ""e2"": [1, 5, 6], ""e3"": [6, 8]}","[8, 4, 3, 2]",4,8
204,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 5, 6, 8], ""e2"": [2, 3, 7], ""e3"": [4, 5, 6]}","[8, 4, 3, 3]",4,8
205,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 5, 6, 8], ""e2"": [3, 6, 7, 8], ""e3"": [5, 7]}","[8, 4, 4, 2]",4,8
206,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 6, 7, 8], ""e2"": [1, 2, 3, 7], ""e3"": [1, 7]}","[8, 4, 4, 2]",4,8
207,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 6, 7, 8], ""e2"": [4, 5, 6], ""e3"": [4, 7]}","[8, 4, 3, 2]",4,8
208,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 6, 7, 8], ""e2"": [4, 5, 8]}","[8, 4, 3]",3,8
209,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 6, 7], ""e2"": [4, 5, 8], ""e3"": [3, 4, 5]}","[8, 3, 3, 3]",4,8
210,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 6, 8], ""e2"": [1, 7, 8], ""e3"": [1, 4, 8]}","[8, 3, 3, 3]",4,8
211,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 6, 8], ""e2"": [1, 8]}","[8, 3, 2]",3,8
212,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7, 8], ""e2"": [1, 2, 6], ""e3"": [1, 5, 8]}","[8, 7, 3, 3]",4,8
213,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7, 8], ""e2"": [2, 3, 4, 5, 8], ""e3"": [1, 2, 7]}","[8, 7, 5, 3]",4,8
214,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7, 8], ""e2"": [2, 3, 4, 6, 7, 8]}","[8, 7, 6]",3,8
215,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7, 8], ""e2"": [2, 3, 4, 6, 8], ""e3"": [2, 3, 6]}","[8, 7, 5, 3]",4,8
216,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7, 8], ""e2"": [2, 4, 7], ""e3"": [1, 4, 7]}","[8, 7, 3, 3]",4,8
217,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [1, 3, 4, 6, 7]}","[8, 6, 5]",3,8
218,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [1, 3, 6, 8], ""e3"": [1, 3]}","[8, 6, 4, 2]",4,8
219,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [1, 4, 6], ""e3"": [4, 6]}","[8, 6, 3, 2]",4,8
220,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [2, 4, 6, 7], ""e3"": [2, 3, 8]}","[8, 6, 4, 3]",4,8
221,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 8], ""e2"": [1, 3, 4, 7], ""e3"": [3, 4, 5]}","[8, 6, 4, 3]",4,8
222,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 8], ""e2"": [3, 4, 6], ""e3"": [4, 6]}","[8, 6, 3, 2]",4,8
223,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6], ""e2"": [4, 8]}","[8, 5, 2]",3,8
224,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 7, 8], ""e2"": [1, 3, 4, 5], ""e3"": [3, 4, 5]}","[8, 6, 4, 3]",4,8
225,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 7, 8], ""e2"": [4, 5, 6], ""e3"": [1, 3, 6]}","[8, 6, 3, 3]",4,8
226,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5], ""e2"": [1, 5, 6], ""e3"": [3, 4, 5]}","[8, 4, 3, 3]",4,8
227,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [1, 3, 6, 8], ""e3"": [2, 4, 6]}","[8, 6, 4, 3]",4,8
228,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [1, 3, 7], ""e3"": [1, 5]}","[8, 6, 3, 2]",4,8
229,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [2, 3, 6, 8], ""e3"": [3, 4]}","[8, 6, 4, 2]",4,8
230,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [2, 4, 7], ""e3"": [3, 4]}","[8, 6, 3, 2]",4,8
231,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [3, 5, 7, 8], ""e3"": [2, 4, 6]}","[8, 6, 4, 3]",4,8
232,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 8], ""e2"": [1, 5, 8], ""e3"": [7, 8]}","[8, 5, 3, 2]",4,8
233,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 8], ""e2"": [4, 5, 8], ""e3"": [2, 5]}","[8, 5, 3, 2]",4,8
234,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6], ""e2"": [2, 3, 4]}","[8, 4, 3]",3,8
235,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 7, 8], ""e2"": [1, 3, 4, 7, 8]}","[8, 5, 5]",3,8
236,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 7, 8], ""e2"": [1, 5, 6], ""e3"": [4, 5, 6]}","[8, 5, 3, 3]",4,8
237,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6, 7, 8], ""e2"": [1, 2, 4, 6]}","[8, 6, 4]",3,8
238,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6, 7, 8], ""e2"": [1, 4, 6, 8], ""e3"": [1, 4]}","[8, 6, 4, 2]",4,8
239,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6, 7, 8], ""e2"": [3, 5, 7], ""e3"": [3, 7, 8]}","[8, 6, 3, 3]",4,8
240,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6, 7], ""e2"": [1, 2, 5, 8]}","[8, 5, 4]",3,8
241,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6, 7], ""e2"": [2, 3, 5], ""e3"": [7, 8]}","[8, 5, 3, 2]",4,8
242,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6, 7], ""e2"": [3, 6, 8], ""e3"": [3, 6]}","[8, 5, 3, 2]",4,8
243,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6, 8], ""e2"": [4, 6, 8], ""e3"": [4, 5, 8]}","[8, 5, 3, 3]",4,8
244,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6], ""e2"": [1, 2, 3], ""e3"": [1, 3, 6]}","[8, 4, 3, 3]",4,8
245,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6], ""e2"": [1, 3, 4, 7], ""e3"": [1, 4]}","[8, 4, 4, 2]",4,8
246,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 6], ""e2"": [1, 3, 4], ""e3"": [5, 7]}","[8, 4, 3, 2]",4,8
247,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 7, 8], ""e2"": [1, 2, 3], ""e3"": [1, 3, 6]}","[8, 5, 3, 3]",4,8
248,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 7, 8], ""e2"": [1, 2, 5], ""e3"": [2, 5, 7]}","[8, 5, 3, 3]",4,8
249,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 8], ""e2"": [1, 5, 7], ""e3"": [4, 5, 6]}","[8, 4, 3, 3]",4,8
250,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5, 8], ""e2"": [2, 3, 5, 7], ""e3"": [1, 2]}","[8, 4, 4, 2]",4,8
251,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 5], ""e2"": [5, 6, 8], ""e3"": [1, 3, 4]}","[8, 3, 3, 3]",4,8
252,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 6, 7], ""e2"": [2, 4, 5, 7], ""e3"": [2, 4]}","[8, 4, 4, 2]",4,8
253,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 6, 7], ""e2"": [3, 7, 8], ""e3"": [1, 3]}","[8, 4, 3, 2]",4,8
254,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 7, 8], ""e2"": [1, 2, 4], ""e3"": [3, 8]}","[8, 4, 3, 2]",4,8
255,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 7, 8], ""e2"": [1, 3, 7], ""e3"": [5, 6]}","[8, 4, 3, 2]",4,8
256,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 7], ""e2"": [1, 2, 7], ""e3"": [3, 4, 8]}","[8, 3, 3, 3]",4,8
257,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 5, 6, 7], ""e2"": [2, 4, 7], ""e3"": [1, 3, 6]}","[8, 5, 3, 3]",4,8
258,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 5, 7, 8], ""e2"": [1, 5, 6], ""e3"": [3, 7]}","[8, 5, 3, 2]",4,8
259,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 5, 7, 8], ""e2"": [6, 7, 8], ""e3"": [1, 7, 8]}","[8, 5, 3, 3]",4,8
260,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 5, 8], ""e2"": [1, 2, 4, 5], ""e3"": [3, 8]}","[8, 4, 4, 2]",4,8
261,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 5, 8], ""e2"": [4, 5, 7, 8], ""e3"": [2, 7]}","[8, 4, 4, 2]",4,8
262,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 6, 8], ""e2"": [3, 6, 7], ""e3"": [3, 5, 7]}","[8, 4, 3, 3]",4,8
263,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 6], ""e2"": [2, 6, 8], ""e3"": [2, 4, 5]}","[8, 3, 3, 3]",4,8
264,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 6], ""e2"": [5, 6]}","[8, 3, 2]",3,8
265,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 4, 7, 8], ""e2"": [1, 3, 5, 6], ""e3"": [1, 4]}","[8, 4, 4, 2]",4,8
266,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 5, 6, 7, 8], ""e2"": [1, 3, 4], ""e3"": [1, 4]}","[8, 5, 3, 2]",4,8
267,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 5, 6, 7, 8], ""e2"": [1, 3, 4], ""e3"": [2, 7]}","[8, 5, 3, 2]",4,8
268,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 5, 6, 7, 8], ""e2"": [2, 4, 6], ""e3"": [2, 5]}","[8, 5, 3, 2]",4,8
269,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 5, 6, 7, 8], ""e2"": [2, 5, 7], ""e3"": [2, 8]}","[8, 5, 3, 2]",4,8
270,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 5, 6, 8], ""e2"": [3, 5, 6]}","[8, 4, 3]",3,8
271,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 6, 7], ""e2"": [3, 4, 6], ""e3"": [5, 6, 8]}","[8, 3, 3, 3]",4,8
